,url,product_name,brands,countries,image_url,image_small_url,energy-kcal_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,categories_tags
1420863,http://world-en.openfoodfacts.org/product/5901002006944/d%C5%BCem-z-czarnej-porzeczki-niskos%C5%82odzony-famil-jada,Dżem z czarnej porzeczki niskosłodzony,Famil-Jada,Polska,https://images.openfoodfacts.org/images/products/590/100/200/6944/front_pl.14.400.jpg,https://images.openfoodfacts.org/images/products/590/100/200/6944/front_pl.14.200.jpg,146.0,0.5,35.0,35.0,0.5,0.01,"en:snacks,en:sweet-snacks,en:confectioneries,en:candies,pl:dżem"
1420869,http://world-en.openfoodfacts.org/product/5901005000512/ser-w%C5%82oszczowski-plastrowany-typu-szwajcarskiego-ser-podpuszczkowy-dojrzewaj%C4%85cy-spo%C5%82dzielnia-mleczarska-w%C5%82oszczowa,"Ser Włoszczowski plastrowany typu Szwajcarskiego. Ser podpuszczkowy, dojrzewający",Spółdzielnia Mleczarska Włoszczowa,Polska,https://images.openfoodfacts.org/images/products/590/100/500/0512/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/100/500/0512/front_pl.4.200.jpg,338.0,26.0,1.1,0.0,25.0,1.5,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses,pl:ser-żółty"
1420870,http://world-en.openfoodfacts.org/product/5901005001335/kefir-osm-w%C5%82oszczowa,kefir,OSM Włoszczowa,Polska,https://images.openfoodfacts.org/images/products/590/100/500/1335/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/590/100/500/1335/front_pl.7.200.jpg,45.0,1.5,4.6,3.4,3.2,0.1,"en:beverages,en:dairies,en:fermented-foods,en:fermented-milk-products,en:dairy-drinks,en:fermented-drinks,en:fermented-milk-drinks,en:kefir"
1420872,http://world-en.openfoodfacts.org/product/5901005003650/ser-%C5%BCo%C5%82ty-rajski-spo%C5%82dzielnia-mleczarska-w%C5%82oszczowa,Ser żółty Rajski,Spółdzielnia Mleczarska Włoszczowa,Polska,https://images.openfoodfacts.org/images/products/590/100/500/3650/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/100/500/3650/front_pl.4.200.jpg,338.0,26.0,1.1,0.0,25.0,1.5,pl:sery-żółte
1420877,http://world-en.openfoodfacts.org/product/5901005006163/jogurt-naturalny-sm-w%C5%82oszczowa,Jogurt naturalny,SM Włoszczowa,Polska,https://images.openfoodfacts.org/images/products/590/100/500/6163/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/100/500/6163/front_pl.4.200.jpg,58.0,2.0,5.4,3.6,4.7,0.13,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:yogurts"
1420894,http://world-en.openfoodfacts.org/product/5901008007310/mixed-vegetable-dices-polan,Mixed vegetable dices,Polan,Poland,https://images.openfoodfacts.org/images/products/590/100/800/7310/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/590/100/800/7310/front_fr.3.200.jpg,38.0,0.1,6.5,1.7,1.5,0.8,
1420913,http://world-en.openfoodfacts.org/product/5901032034603/przyprawa-do-grzanego-wina-kotanyi,przyprawa do grzanego wina,kotanyi,Polska,https://images.openfoodfacts.org/images/products/590/103/203/4603/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/103/203/4603/front_pl.4.200.jpg,398.0,0.1,97.0,94.0,0.2,0.0,pl:spicies
1420936,http://world-en.openfoodfacts.org/product/5901044001198/ketchup-pikantny-gastronomiczny-roleski,Ketchup pikantny gastronomiczny,Roleski,Polska,https://images.openfoodfacts.org/images/products/590/104/400/1198/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/104/400/1198/front_pl.4.200.jpg,59.0,0.5,14.0,8.8,0.6,1.7,"en:groceries,en:sauces"
1420947,http://world-en.openfoodfacts.org/product/5901044007589/musztarda-delikatesowa-staropolska-roleski,Musztarda delikatesowa staropolska,Roleski,Polska,https://images.openfoodfacts.org/images/products/590/104/400/7589/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/104/400/7589/front_pl.4.200.jpg,151.0,5.3,21.0,17.0,4.1,1.7,pl:musztarda
1420949,http://world-en.openfoodfacts.org/product/5901044011159/ketchup-roleski,Ketchup,Roleski,Polska,https://images.openfoodfacts.org/images/products/590/104/401/1159/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/104/401/1159/front_pl.4.200.jpg,108.0,0.5,24.0,23.0,1.7,2.3,"en:groceries,en:sauces,en:tomato-sauces,en:ketchup,en:tomato-ketchup"
1420950,http://world-en.openfoodfacts.org/product/5901044014037/sos-tatarski-roleski,Sos tatarski,Roleski,Polska,https://images.openfoodfacts.org/images/products/590/104/401/4037/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/104/401/4037/front_pl.4.200.jpg,519.0,55.0,5.7,4.1,1.0,1.1,"en:groceries,en:sauces,en:tartare-sauces"
1420955,http://world-en.openfoodfacts.org/product/5901044016802/musztarda-delikatesowa-miodowa-rolewski,Musztarda delikatesowa miodowa,Rolewski,Polska,https://images.openfoodfacts.org/images/products/590/104/401/6802/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/104/401/6802/front_pl.4.200.jpg,205.0,4.5,36.0,32.0,3.9,1.6,"en:groceries,en:condiments,en:sauces,en:mustards,en:honey-mustards,pl:musztarda"
1420973,http://world-en.openfoodfacts.org/product/5901044021370/majonez-roleski,Majonez,Roleski,Poland,https://images.openfoodfacts.org/images/products/590/104/402/1370/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/104/402/1370/front_pl.4.200.jpg,662.0,72.0,3.4,3.3,1.0,0.65,"en:groceries,en:sauces,en:mayonnaises"
1420979,http://world-en.openfoodfacts.org/product/5901062001514/mas%C5%82o-ekstra-z-ko%C5%9Bciana-mlekovita,Masło ekstra z Kościana,Mlekovita,Polska,https://images.openfoodfacts.org/images/products/590/106/200/1514/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/200/1514/front_pl.4.200.jpg,746.0,82.0,1.0,1.0,1.0,0.02,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters"
1420981,http://world-en.openfoodfacts.org/product/5901062002719/mleko-3-2-mlekovita,"Mleko 3,2 %",Mlekovita,Polska,https://images.openfoodfacts.org/images/products/590/106/200/2719/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/200/2719/front_pl.4.200.jpg,60.0,3.2,4.7,4.7,3.0,0.1,"en:dairies,en:milks"
1421013,http://world-en.openfoodfacts.org/product/5901067404174/sok-wieloowocowy-marchwiowy-z-dodatkiem-witamin-kubu%C5%9B,Sok wieloowocowy marchwiowy z dodatkiem witamin,Kubuś,Polska,https://images.openfoodfacts.org/images/products/590/106/740/4174/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/740/4174/front_pl.4.200.jpg,51.0,0.0,12.0,12.0,0.0,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:multifruit-juices,pl:soki"
1421014,http://world-en.openfoodfacts.org/product/5901067404198/sok-wieloowocowy-z-zag%C4%99szczonych-sokow-kubu%C5%9B,Sok wieloowocowy z zagęszczonych soków.,Kubuś,Polska,https://images.openfoodfacts.org/images/products/590/106/740/4198/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/740/4198/front_pl.4.200.jpg,45.0,0.0,11.0,11.0,0.0,0.0,pl:sok
1421042,http://world-en.openfoodfacts.org/product/5901067454070/kubus-sok-o-smaku-banana-i-brzoskwini-kubu%C5%9B,Kubus sok o smaku banana i brzoskwini,Kubuś,Polska,https://images.openfoodfacts.org/images/products/590/106/745/4070/front_pl.19.400.jpg,https://images.openfoodfacts.org/images/products/590/106/745/4070/front_pl.19.200.jpg,48.0,0.10000000149012,10.89999961853,10.5,0.30000001192093,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:non-alcoholic-beverages"
1421047,http://world-en.openfoodfacts.org/product/5901067470018/sok-kubu%C5%9B-marchew-jab%C5%82ko-malina-limetka,Sok kubuś marchew jabłko malina limetka,Kubuś,Polska,https://images.openfoodfacts.org/images/products/590/106/747/0018/front_pl.5.400.jpg,https://images.openfoodfacts.org/images/products/590/106/747/0018/front_pl.5.200.jpg,35.0,0.0,8.5,8.5,0.7,0.0,"en:beverages,en:sweetened-beverages"
1421062,http://world-en.openfoodfacts.org/product/5901069000756/szprot-w-sosie-pomidorowym-%C5%82oso%C5%9B-ustka,Szprot w sosie pomidorowym.,Łosoś Ustka,Polska,https://images.openfoodfacts.org/images/products/590/106/900/0756/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/900/0756/front_pl.4.200.jpg,131.0,7.2,4.5,3.6,12.0,1.1,pl:konserwa-rybna
1421063,http://world-en.openfoodfacts.org/product/5901069000817/filety-z-makreli-w-sosie-pomidorowym-%C5%82oso%C5%9B-ustka,Filety z makreli w sosie pomidorowym.,Łosoś Ustka,Polska,https://images.openfoodfacts.org/images/products/590/106/900/0817/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/900/0817/front_pl.4.200.jpg,180.0,12.0,5.1,5.1,13.0,0.68,pl:konserwa-rybna
1421064,http://world-en.openfoodfacts.org/product/5901069000916/%C5%9Bled%C5%BA-po-gdansku-w-oleju-%C5%82oso%C5%9B,Śledź po gdansku w oleju.,Łosoś,Polska,https://images.openfoodfacts.org/images/products/590/106/900/0916/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/900/0916/front_pl.4.200.jpg,352.0,33.0,0.7,0.0,13.0,1.1,"en:seafood,en:fishes,pl:konserwa-rybna"
1421065,http://world-en.openfoodfacts.org/product/5901069001012/%C5%9Bled%C5%BA-w-sosie-pomidorowym-%C5%82oso%C5%9B-ustka,Śledź w sosie pomidorowym.,Łosoś Ustka,Polska,https://images.openfoodfacts.org/images/products/590/106/900/1012/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/900/1012/front_pl.4.200.jpg,130.0,6.4,5.1,4.5,13.0,0.87,pl:konserwa-rybna
1421072,http://world-en.openfoodfacts.org/product/5901069004754/filety-z-makreli-w-sosie-pomidorowym-jantar,Filety z makreli w sosie pomidorowym,Jantar,Polska,https://images.openfoodfacts.org/images/products/590/106/900/4754/front_pl.7.400.jpg,https://images.openfoodfacts.org/images/products/590/106/900/4754/front_pl.7.200.jpg,176.0,13.0,3.0,1.1,11.0,0.8,"en:seafood,en:fishes"
1421073,http://world-en.openfoodfacts.org/product/5901069004853/szprot-w-sosie-pomidorowym-skarby-sopotu,Szprot w sosie pomidorowym.,Skarby Sopotu,Polska,https://images.openfoodfacts.org/images/products/590/106/900/4853/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/106/900/4853/front_pl.4.200.jpg,141.0,8.0,3.9,3.7,13.0,1.3,pl:konserwa-rybna
1421100,http://world-en.openfoodfacts.org/product/5901088006937/napoj-wieloowocowy-cz%C4%99%C5%9Bciowo-z-sokow-zag%C4%99szczonych-%C5%BArod%C5%82o-10-witamin-vitanella,"Napój wieloowocowy, częściowo z soków zagęszczonych, źródło 10 witamin",Vitanella,Polska,https://images.openfoodfacts.org/images/products/590/108/800/6937/front_pl.14.400.jpg,https://images.openfoodfacts.org/images/products/590/108/800/6937/front_pl.14.200.jpg,41.0,0.5,10.0,10.0,0.5,0.02,en:beverages
1421106,http://world-en.openfoodfacts.org/product/5901088010736/sok-pomidorowy-z-zag%C4%99szczonego-soku-pomidorowego-z-chili-i-pieprzem-rivia,Sok pomidorowy z zagęszczonego soku pomidorowego z chili i pieprzem.,"Rivia,Sokpol",Polska,https://images.openfoodfacts.org/images/products/590/108/801/0736/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/108/801/0736/front_pl.4.200.jpg,19.0,0.5,4.0,2.8,0.5,0.65,pl:soki
1421108,http://world-en.openfoodfacts.org/product/5901088011160/sok-100-jab%C5%82ko-mango-z-dodatkiem-witaminy-c-vital-fresh,Sok 100% Jabłko Mango z dodatkiem Witaminy C,Vital FRESH,Polska,https://images.openfoodfacts.org/images/products/590/108/801/1160/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/108/801/1160/front_pl.4.200.jpg,54.0,0.5,13.0,12.0,0.5,0.02,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices"
1421109,http://world-en.openfoodfacts.org/product/5901088011498/sok-jab%C5%82kowy-100-z-dodatkiem-witaminy-c-vital-fresh,Sok jabłkowy 100% z dodatkiem witaminy C,Vital FRESH,Polska,https://images.openfoodfacts.org/images/products/590/108/801/1498/front_pl.17.400.jpg,https://images.openfoodfacts.org/images/products/590/108/801/1498/front_pl.17.200.jpg,45.0,0.5,11.0,10.0,0.5,0.01,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:apple-juices"
1421110,http://world-en.openfoodfacts.org/product/5901088011719/riviva-nektar-czerwony-grejpfrut,Riviva nektar czerwony grejpfrut,Riviva,Polska,https://images.openfoodfacts.org/images/products/590/108/801/1719/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/590/108/801/1719/front_en.20.200.jpg,40.0,0.5,9.6,9.4,0.5,0.02,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-nectars,en:grapefruit-nectars"
1421111,http://world-en.openfoodfacts.org/product/5901088011771/ice-tea-napoj-herbaciany-o-smaku-cytrynowym-z-dodatkiem-ekstraktu-z-czarnej-herbaty-green-hills,Ice Tea - Napój herbaciany o smaku cytrynowym z dodatkiem ekstraktu z czarnej herbaty,Green Hills,Polska,https://images.openfoodfacts.org/images/products/590/108/801/1771/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/108/801/1771/front_pl.4.200.jpg,30.0,0.5,,,,,"en:beverages,en:non-alcoholic-beverages,en:iced-teas"
1421142,http://world-en.openfoodfacts.org/product/59011194/batonik-z-nadzieniem-o-smaku-toffi-w-mlecznej-czekoladzie-2-3-pawe%C5%82ek,"Batonik z nadzieniem o smaku toffi w mlecznej czekoladzie 2,3%.","Pawełek,E. Wedel",Polska,https://images.openfoodfacts.org/images/products/59011194/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/59011194/front_pl.4.200.jpg,459.0,17.0,68.0,64.0,3.9,0.13,"en:snacks,en:sweet-snacks,pl:zawiera-alkohol"
1421161,http://world-en.openfoodfacts.org/product/5901126013613/haga-serek-twarogowy-%C5%9Bmietankowy-lactima,"Haga, serek twarogowy śmietankowy",Lactima,Polska,https://images.openfoodfacts.org/images/products/590/112/601/3613/front_pl.18.400.jpg,https://images.openfoodfacts.org/images/products/590/112/601/3613/front_pl.18.200.jpg,282.0,26.0,4.0,3.9,8.0,1.0,"en:dairies,en:fermented-foods,en:fermented-milk-products,en:cheeses"
1421179,http://world-en.openfoodfacts.org/product/5901135000383/grill-przyprawa-klasyczna-prymat,Grill - przyprawa klasyczna,Prymat,Polska,https://images.openfoodfacts.org/images/products/590/113/500/0383/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/113/500/0383/front_pl.4.200.jpg,226.0,6.0,30.0,14.0,7.5,37.6,"en:groceries,en:condiments"
1421195,http://world-en.openfoodfacts.org/product/5901135012522/przyprawa-kebab-gyros-prymat,Przyprawa kebab-gyros,Prymat,Polska,https://images.openfoodfacts.org/images/products/590/113/501/2522/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/113/501/2522/front_pl.4.200.jpg,244.0,6.8,31.0,14.0,8.0,37.1,"en:groceries,en:condiments"
1421208,http://world-en.openfoodfacts.org/product/5901135025737/chianti-prymat,Chianti,"Prymat, Longobardi",Polska,https://images.openfoodfacts.org/images/products/590/113/502/5737/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/113/502/5737/front_pl.4.200.jpg,117.0,6.3000001907349,8.8000001907349,5.6999998092651,4.9000000953674,2.2000000476837,"en:groceries,en:condiments,en:sauces,en:mustards,pl:musztarda"
1421213,http://world-en.openfoodfacts.org/product/5901135032674/musztarda-miodowa-prymat,Musztarda miodowa,Prymat,Polska,https://images.openfoodfacts.org/images/products/590/113/503/2674/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/113/503/2674/front_pl.4.200.jpg,202.0,4.9,33.0,28.0,4.7,1.8,"en:groceries,en:condiments,en:sauces,en:mustards,en:honey-mustards,pl:musztarda"
1421224,http://world-en.openfoodfacts.org/product/5901141005761/biszkopty-z-galaretk%C4%85-malinow%C4%85-w-czekoladzie-biedronka,Biszkopty z galaretką malinową w czekoladzie,Biedronka,Poland,https://images.openfoodfacts.org/images/products/590/114/100/5761/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/114/100/5761/front_pl.4.200.jpg,360.0,6.8,69.0,47.0,4.3,0.2,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:chocolate-biscuits,en:jaffa-cakes"
1421227,http://world-en.openfoodfacts.org/product/5901141009875/biszkopty-biedronka,Biszkopty,Biedronka,Polska,https://images.openfoodfacts.org/images/products/590/114/100/9875/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/114/100/9875/front_pl.4.200.jpg,397.0,6.6,75.0,40.0,8.4,0.2,pl:biszkopty
1421229,http://world-en.openfoodfacts.org/product/5901150006308/p%C5%82aty-%C5%9Bledziowe-sma%C5%BCone-w-zalewie-octowej-marinero,Płaty śledziowe smażone w zalewie octowej.,Marinero,Poland,https://images.openfoodfacts.org/images/products/590/115/000/6308/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/115/000/6308/front_pl.4.200.jpg,220.0,16.0,10.2,0.2,8.7,2.6,"en:seafood,en:fishes,pl:płaty-śledziowe"
1421254,http://world-en.openfoodfacts.org/product/5901154049219/rozpuszczalna-kawa-zbo%C5%BCowa-z-miodem-inka,Rozpuszczalna kawa zbożowa z miodem,Inka,Polska,https://images.openfoodfacts.org/images/products/590/115/404/9219/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/115/404/9219/front_pl.4.200.jpg,363.0,0.2,83.0,35.0,2.7,0.14,"en:beverages,pl:kawa-zbożowa"
1421255,http://world-en.openfoodfacts.org/product/5901154049387/owsiane-inka,Owsiane,"Inka,Grana",Poland,https://images.openfoodfacts.org/images/products/590/115/404/9387/front_pl.22.400.jpg,https://images.openfoodfacts.org/images/products/590/115/404/9387/front_pl.22.200.jpg,44.0,1.1,7.6,4.4,0.7,0.1,pl:napoje-owsiane
1421277,http://world-en.openfoodfacts.org/product/5901204000733/pasztet-drobiowy-podlaski,Pasztet drobiowy,"Podlaski,Drosed",Polska,https://images.openfoodfacts.org/images/products/590/120/400/0733/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/120/400/0733/front_pl.4.200.jpg,181.0,15.0,4.0,0.8,7.0,1.4,pl:pasztet
1421279,http://world-en.openfoodfacts.org/product/5901204002522/pasztet-drobiowy-z-pieprzem-podlaski,Pasztet drobiowy z pieprzem,Podlaski,Polska,https://images.openfoodfacts.org/images/products/590/120/400/2522/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/120/400/2522/front_pl.4.200.jpg,181.0,15.0,4.0,0.8,7.0,1.4,pl:pasztet
1421281,http://world-en.openfoodfacts.org/product/5901204002553/pasztet-drobiowy-z-pomidorami-drosed,Pasztet drobiowy z pomidorami,"Drosed,Podlaski",Polska,https://images.openfoodfacts.org/images/products/590/120/400/2553/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/120/400/2553/front_pl.4.200.jpg,194.0,15.0,6.6,1.9,7.5,1.1,pl:pasztet
1421283,http://world-en.openfoodfacts.org/product/5901204003178/pasztet-angielski-drobiowy-podlaski,Pasztet angielski drobiowy,Podlaski,Polska,https://images.openfoodfacts.org/images/products/590/120/400/3178/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/590/120/400/3178/front_en.15.200.jpg,137.0,8.5,4.1,1.2,11.0,1.5,"pl:konserwa,pl:pasztety"
1421284,http://world-en.openfoodfacts.org/product/5901204004151/pasztet-belgijski-z-dodatkiem-w%C4%85trobki-z-kurcz%C4%85t-drosed,Pasztet Belgijski z dodatkiem wątróbki z kurcząt,"Drosed,Podlaski",Polska,https://images.openfoodfacts.org/images/products/590/120/400/4151/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/120/400/4151/front_pl.4.200.jpg,211.0,18.0,2.6,0.9,8.0,1.2,pl:pasztet
1421286,http://world-en.openfoodfacts.org/product/5901204013375/pasta-z-kurczakiem-ciecierzyc%C4%85-i-papryk%C4%85-podlaski,"Pasta z kurczakiem, ciecierzycą i papryką","Podlaski,Drosed",Polska,https://images.openfoodfacts.org/images/products/590/120/401/3375/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/120/401/3375/front_pl.4.200.jpg,190.0,15.0,4.0,2.0,7.1,1.3,pl:pasztet
1421292,http://world-en.openfoodfacts.org/product/5901218023049/micha%C5%82ki-z-hanki-%C5%9Bnie%C5%BCka,Michałki z Hanki,Śnieżka,Polska,https://images.openfoodfacts.org/images/products/590/121/802/3049/front_pl.15.400.jpg,https://images.openfoodfacts.org/images/products/590/121/802/3049/front_pl.15.200.jpg,499.0,28.0,49.0,43.0,8.7,0.25,"en:snacks,en:sweet-snacks"
1421293,http://world-en.openfoodfacts.org/product/5901228000092/herbatniki-w-polewie-kakaowej-reginalne-cukry-nyskie,Herbatniki w polewie kakaowej Reginalne,Cukry Nyskie,Polska,,,489.0,22.2,64.4,28.9,6.67,0.444,"en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits"
1421297,http://world-en.openfoodfacts.org/product/5901242000351/mas%C5%82o-z-czarnkowa-osm-czarnkow,Masło z Czarnkowa,OSM Czarnków,Polska,https://images.openfoodfacts.org/images/products/590/124/200/0351/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/124/200/0351/front_pl.4.200.jpg,744.0,82.0,0.7,0.7,0.7,0.2,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters"
1421298,http://world-en.openfoodfacts.org/product/5901242000382/twarog-extra-osm-czarnkow,Twaróg extra,OSM Czarnków,Polska,https://images.openfoodfacts.org/images/products/590/124/200/0382/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/124/200/0382/front_pl.4.200.jpg,109.0,3.5,3.4,3.0,16.0,0.08,"en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:dairy-desserts,en:quark,en:cream-cheeses"
1421305,http://world-en.openfoodfacts.org/product/5901248001123/ketchup-pikantny-w%C5%82oc%C5%82awek,Ketchup pikantny,Włocławek,Polska,https://images.openfoodfacts.org/images/products/590/124/800/1123/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/124/800/1123/front_pl.4.200.jpg,106.0,0.5,23.0,23.0,1.7,1.6,"en:groceries,en:sauces"
1421310,http://world-en.openfoodfacts.org/product/5901248002076/ketchup-%C5%82agodny-w%C5%82oc%C5%82awek,Ketchup łagodny,Włocławek,Polska,https://images.openfoodfacts.org/images/products/590/124/800/2076/front_pl.14.400.jpg,https://images.openfoodfacts.org/images/products/590/124/800/2076/front_pl.14.200.jpg,106.0,0.5,23.0,23.0,1.7,1.6,"en:groceries,en:sauces"
1421314,http://world-en.openfoodfacts.org/product/59012504/baton-orzechowy-arachidowy-z-dodatkiem-wafelkow-46-w-mlecznej-czekoladzie-e-wedel,Baton orzechowy arachidowy z dodatkiem wafelków 46% w mlecznej czekoladzie.,E.Wedel,Polska,https://images.openfoodfacts.org/images/products/59012504/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/59012504/front_en.12.200.jpg,549.0,33.0,54.0,43.0,8.5,0.18,pl:wafelek
1421315,http://world-en.openfoodfacts.org/product/5901268004012/naturalna-woda-mineralna-kinga-pieni%C5%84ska,Naturalna woda mineralna,Kinga Pienińska,Polska,https://images.openfoodfacts.org/images/products/590/126/800/4012/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/126/800/4012/front_pl.6.200.jpg,0.0,0.0,0.0,0.0,0.0,0.00357124,"en:beverages,en:waters,en:spring-waters,en:mineral-waters"
1421318,http://world-en.openfoodfacts.org/product/5901268004722/kinga-pieni%C5%84ska-ngaz-mini-kinga-pieninska-s-p-z-o-o,Kinga Pienińska Ngaz. Mini,KINGA PIENINSKA S.P Z.o.o,Poland,https://images.openfoodfacts.org/images/products/590/126/800/4722/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/126/800/4722/front_pl.4.200.jpg,0.0,0.0,0.12,0.0,0.0,0.0,"en:beverages,en:waters,en:spring-waters,en:mineral-waters"
1421320,http://world-en.openfoodfacts.org/product/5901289462716/sa%C5%82atka-z-tu%C5%84czyka-kuchnia-polki,Sałatka z tuńczyka,Kuchnia Polki,Polska,https://images.openfoodfacts.org/images/products/590/128/946/2716/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/128/946/2716/front_pl.4.200.jpg,262.0,21.0,13.0,1.1,5.5,0.75,en:salads
1421323,http://world-en.openfoodfacts.org/product/5901307001309/ketchup-%C5%82agodny-kotli%C5%84ski-specja%C5%82,Ketchup łagodny,Kotliński specjał,Polska,https://images.openfoodfacts.org/images/products/590/130/700/1309/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/130/700/1309/front_pl.4.200.jpg,98.0,0.42,21.48,14.3,1.58,1.9,"en:groceries,en:sauces"
1421324,http://world-en.openfoodfacts.org/product/5901307001323/ketchup-pikantny-kotlin,Ketchup pikantny,Kotlin,Poland,https://images.openfoodfacts.org/images/products/590/130/700/1323/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/130/700/1323/front_pl.4.200.jpg,94.0,0.39,20.73,13.68,1.46,2.0,"en:groceries,en:sauces,en:tomato-sauces,en:ketchup"
1421371,http://world-en.openfoodfacts.org/product/5901330039614/olimp-sport-nutrition-bcaa-xplode-fruit-punch-5,Olimp Sport Nutrition Bcaa Xplode Fruit Punch 5?,,Polska,https://images.openfoodfacts.org/images/products/590/133/003/9614/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/590/133/003/9614/front_en.8.200.jpg,0.0,,,,51.0,,"en:dietary-supplements,en:bodybuilding-supplements,en:bcaa"
1421374,http://world-en.openfoodfacts.org/product/5901330043161/double-chocolate-flavor-matrix,Double chocolate flavor,Matrix,Poland,,,316.0,10.1,24.6,2.25,31.4,0.575,
1421474,http://world-en.openfoodfacts.org/product/5901333000062/konfitura-z-dzikiej-ro%C5%BCy-bacowka,Konfitura z Dzikiej róży,Bacówka,Polska,https://images.openfoodfacts.org/images/products/590/133/300/0062/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/133/300/0062/front_pl.6.200.jpg,163.0,0.2,40.4,35.2,0.4,0.01,
1421494,http://world-en.openfoodfacts.org/product/5901356040670/precle-z-ciasta-francuskiego-dekorowane-cukrem-15-tago,Precle z ciasta francuskiego dekorowane cukrem 15%.,"Tago,Cukiernia Róża",Polska,https://images.openfoodfacts.org/images/products/590/135/604/0670/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/135/604/0670/front_pl.4.200.jpg,520.0,27.0,63.0,17.0,6.4,0.9,"en:snacks,en:sweet-snacks"
