,url,product_name,brands,countries,image_url,image_small_url,energy-kcal_100g,fat_100g,carbohydrates_100g,sugars_100g,proteins_100g,salt_100g,categories_tags
1426445,http://world-en.openfoodfacts.org/product/5907464906747/kapusta-kiszona-z-marchewk%C4%85-dominik,Kapusta kiszona z marchewką,Dominik,Polska,https://images.openfoodfacts.org/images/products/590/746/490/6747/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/746/490/6747/front_pl.4.200.jpg,25.0,0.1,3.7,1.5,0.9,1.1,pl:kiszonki
1426449,http://world-en.openfoodfacts.org/product/5907467901664/jab%C5%82ko-100-naturalny-sok-lewiatan,Jabłko 100% naturalny sok,Lewiatan,Poland,https://images.openfoodfacts.org/images/products/590/746/790/1664/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/746/790/1664/front_pl.4.200.jpg,44.0,0.0,11.0,10.0,0.0,0.0,"en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:apple-juices"
1426453,http://world-en.openfoodfacts.org/product/5907468131473/muslim-z-owocami-tropikalnymi-home-food,Muslim z owocami tropikalnymi,Home food,Polska,https://images.openfoodfacts.org/images/products/590/746/813/1473/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/746/813/1473/front_pl.4.200.jpg,373.0,6.3,65.0,19.0,9.4,0.56,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breakfasts,en:cereals-and-their-products,en:breakfast-cereals"
1426454,http://world-en.openfoodfacts.org/product/5907468133125/m%C4%85ka-pszenna-typ-650-home-food,"Mąka pszenna, typ 650","HOME Food,Przedsiębiorstwo Zbożowo-Młynarskie &quot;PZZ&quot; w Stoisławiu",Polska,https://images.openfoodfacts.org/images/products/590/746/813/3125/front_pl.14.400.jpg,https://images.openfoodfacts.org/images/products/590/746/813/3125/front_pl.14.200.jpg,338.0,1.5,65.0,2.1,13.0,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:flours,en:cereal-flours,en:wheat-flours"
1426464,http://world-en.openfoodfacts.org/product/5907471402867/rurki-waflowe-z-kremem-z-orzeszkami-ziemnymi-60-dr-gerard,Rurki waflowe z kremem z orzeszkami ziemnymi (60%).,Dr Gerard,Polska,https://images.openfoodfacts.org/images/products/590/747/140/2867/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/747/140/2867/front_pl.4.200.jpg,469.0,20.0,64.0,48.0,7.2,0.24,"en:snacks,en:sweet-snacks"
1426481,http://world-en.openfoodfacts.org/product/5907471411753/rurki-waflowe-z-kremem-o-smaku-krowkowym-60-dr-gerard,Rurki waflowe z kremem o smaku krówkowym (60%),Dr Gerard,Polska,https://images.openfoodfacts.org/images/products/590/747/141/1753/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/747/141/1753/front_pl.4.200.jpg,528.0,28.0,64.0,48.0,4.4,0.32,"en:snacks,en:sweet-snacks"
1426482,http://world-en.openfoodfacts.org/product/5907471411760/rurki-waflowe-z-kremem-o-smaku-adwokatowym-60-dr-gerard,Rurki waflowe z kremem o smaku adwokatowym (60%),"Dr Gerard,Cukiernia Róża",Polska,https://images.openfoodfacts.org/images/products/590/747/141/1760/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/747/141/1760/front_pl.4.200.jpg,540.0,31.0,60.0,49.0,3.8,0.22,"en:snacks,en:sweet-snacks"
1426496,http://world-en.openfoodfacts.org/product/5907471414624/biszkopty-z-kremem-o-smaku-%C5%9Bmietankowym-30-nadzieniem-o-smaku-morelowym-16-dekorowane-polew%C4%85-kakaow%C4%85-8-i-bia%C5%82%C4%85-2-dr-gerard,"Biszkopty z kremem o smaku śmietankowym (30%), nadzieniem o smaku morelowym (16%), dekorowane polewą kakaową (8%) i białą (2%).",Dr Gerard,Polska,https://images.openfoodfacts.org/images/products/590/747/141/4624/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/747/141/4624/front_pl.4.200.jpg,427.0,17.0,65.0,43.0,3.5,0.2,"en:snacks,en:sweet-snacks"
1426552,http://world-en.openfoodfacts.org/product/59074861/deser-mleczny-bakoma,Deser Mleczny,Bakoma,Poland,https://images.openfoodfacts.org/images/products/59074861/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/59074861/front_pl.4.200.jpg,163.0,10.0,15.1,12.0,2.9,0.15,"en:dairies,en:desserts,en:dairy-desserts,en:dessert-creams,en:chocolate-desserts,en:refrigerated-dessert-creams,en:refrigerated-chocolate-custard-dessert"
1426555,http://world-en.openfoodfacts.org/product/5907487424457/chleb-prza%C5%9Bny-podp%C5%82omyki-kamp,"Chleb przaśny, Podpłomyki",Kamp,Polska,https://images.openfoodfacts.org/images/products/590/748/742/4457/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/748/742/4457/front_pl.4.200.jpg,408.0,4.3,80.6,2.4,12.4,0.5,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads"
1426566,http://world-en.openfoodfacts.org/product/5907501003187/go%C5%82%C4%85bki-w-sosie-pomidorowym-lewiatan,Gołąbki w sosie pomidorowym,"Lewiatan,Pamapol",Polska,https://images.openfoodfacts.org/images/products/590/750/100/3187/front_pl.5.400.jpg,https://images.openfoodfacts.org/images/products/590/750/100/3187/front_pl.5.200.jpg,65.0,2.2,8.5,0.5,2.9,1.2,"en:meals,en:soups,pl:danie-gotowe"
1426574,http://world-en.openfoodfacts.org/product/5907501019911/mi%C4%99siwo-w-sosie-w%C5%82asnym-nasze-smaki,Mięsiwo w sosie własnym,"Nasze Smaki,Pamapol",Polska,https://images.openfoodfacts.org/images/products/590/750/101/9911/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/750/101/9911/front_pl.4.200.jpg,149.0,8.7,0.5,0.5,18.0,1.7,"en:meats,en:pork"
1426592,http://world-en.openfoodfacts.org/product/5907517801968/hummus-pomidorowy-vital-fresh,Hummus pomidorowy,Vital Fresh,Polska,https://images.openfoodfacts.org/images/products/590/751/780/1968/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/751/780/1968/front_pl.4.200.jpg,267.0,20.0,13.0,2.8,7.0,1.7,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:salted-spreads,en:plant-based-spreads,en:hummus"
1426609,http://world-en.openfoodfacts.org/product/5907529010051/mleko-2-osm-%C5%82ob%C5%BCenica,Mleko  2%,OSM Łobżenica,Polska,https://images.openfoodfacts.org/images/products/590/752/901/0051/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/752/901/0051/front_pl.4.200.jpg,49.0,2.0,4.7,4.7,3.0,0.1,"en:dairies,en:milks"
1426610,http://world-en.openfoodfacts.org/product/5907529030103/twarog-%C5%9Bmietankowy-osm-%C5%82ob%C5%BCenica,Twaróg śmietankowy,OSM Łobżenica,Polska,https://images.openfoodfacts.org/images/products/590/752/903/0103/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/752/903/0103/front_pl.4.200.jpg,211.0,16.0,2.8,2.8,13.0,0.06,"en:dairies,en:desserts,en:fermented-foods,en:fermented-milk-products,en:cheeses,en:cow-cheeses,en:dairy-desserts,en:quark,en:cream-cheeses"
1426620,http://world-en.openfoodfacts.org/product/5907542665870/lody-czekoladowe-grycan,Lody czekoladowe,"Grycan,Lody od pokoleń",Polska,https://images.openfoodfacts.org/images/products/590/754/266/5870/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/754/266/5870/front_pl.4.200.jpg,248.0,12.3,28.2,25.2,4.9,0.15,"en:desserts,en:frozen-foods,en:frozen-desserts,en:ice-creams-and-sorbets,en:products-without-gluten,en:ice-creams"
1426626,http://world-en.openfoodfacts.org/product/5907544130079/pizza-capricciosa-gustobella,Pizza capricciosa,GustoBella,Polska,https://images.openfoodfacts.org/images/products/590/754/413/0079/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/754/413/0079/front_pl.4.200.jpg,210.0,7.3,24.0,2.7,11.0,1.4,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-ready-made-meals"
1426627,http://world-en.openfoodfacts.org/product/5907544130086/pizza-pepperoni-gustobella,Pizza pepperoni,GustoBella,Polska,https://images.openfoodfacts.org/images/products/590/754/413/0086/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/754/413/0086/front_pl.4.200.jpg,248.0,11.0,26.0,2.6,10.0,1.5,"en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-ready-made-meals,en:pepperoni-pizzas"
1426636,http://world-en.openfoodfacts.org/product/5907555219022/krewetki-vannamei-bia%C5%82e-marinero,krewetki vannamei białe,marinero,Polska,https://images.openfoodfacts.org/images/products/590/755/521/9022/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/755/521/9022/front_pl.4.200.jpg,71.0,0.8,0.0,0.0,16.0,0.95,"en:seafood,en:frozen-foods,en:crustaceans,en:shrimps"
1426642,http://world-en.openfoodfacts.org/product/5907559279169/siemi%C4%99-lniane-z%C5%82ociste-oleofarm,Siemię lniane złociste,Oleofarm,Polska,https://images.openfoodfacts.org/images/products/590/755/927/9169/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/755/927/9169/front_pl.4.200.jpg,542.0,44.0,2.0,2.0,22.0,0.15,pl:siemię-lniane
1426643,http://world-en.openfoodfacts.org/product/5907569000371/m%C4%85ka-sojowa-odt%C5%82uszczona-radix-bis,Mąka sojowa odtłuszczona,Radix - bis,Polska,https://images.openfoodfacts.org/images/products/590/756/900/0371/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/756/900/0371/front_pl.4.200.jpg,330.0,1.2,38.4,19.0,47.0,0.05,pl:mąka-sojowa
1426645,http://world-en.openfoodfacts.org/product/5907569003570/paprykarz-wegetaria%C5%84ski-radix-bis,Paprykarz wegetariański.,Radix-Bis,Polska,https://images.openfoodfacts.org/images/products/590/756/900/3570/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/756/900/3570/front_pl.4.200.jpg,162.0,10.0,12.0,2.3,4.0,0.28,pl:produkty-wegetariańskie
1426648,http://world-en.openfoodfacts.org/product/5907569005864/olej-kokosowy-rafinowany-radix-bis,olej kokosowy rafinowany,Radix-Bis,Polska,https://images.openfoodfacts.org/images/products/590/756/900/5864/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/756/900/5864/front_pl.4.200.jpg,900.0,100.0,0.0,0.0,0.0,0.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:coconut-oils"
1426654,http://world-en.openfoodfacts.org/product/5907577230647/kisiel-smak-cytrynowy-z-sokiem-owocowym-wodzis%C5%82aw,Kisiel smak cytrynowy z sokiem owocowym,Wodzisław,Polska,https://images.openfoodfacts.org/images/products/590/757/723/0647/front_pl.3.400.jpg,https://images.openfoodfacts.org/images/products/590/757/723/0647/front_pl.3.200.jpg,56.0,0.0,14.0,8.5,0.0,0.03,en:desserts
1426655,http://world-en.openfoodfacts.org/product/5907577230654/kisiel-smak-malinowy-z-sokiem-owocowym-wodzis%C5%82aw,Kisiel smak malinowy z sokiem owocowym,Wodzisław,Polska,https://images.openfoodfacts.org/images/products/590/757/723/0654/front_pl.3.400.jpg,https://images.openfoodfacts.org/images/products/590/757/723/0654/front_pl.3.200.jpg,60.0,0.0,15.0,10.0,0.0,0.03,en:desserts
1426664,http://world-en.openfoodfacts.org/product/5907577250461/chleb-%C5%BCytni-bez-dro%C5%BCdzy-sendal,Chleb żytni bez drożdzy,Sendal,Polska,https://images.openfoodfacts.org/images/products/590/757/725/0461/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/757/725/0461/front_pl.4.200.jpg,209.0,1.0,47.4,0.32,3.6,0.39,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads"
1426666,http://world-en.openfoodfacts.org/product/5907577250591/chleb-%C5%BCytni-razowy-sendal,Chleb żytni-razowy,Sendal,Poland,https://images.openfoodfacts.org/images/products/590/757/725/0591/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/757/725/0591/front_pl.6.200.jpg,228.0,1.3,44.5,0.27,6.9,0.34,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads,en:sliced-breads"
1426681,http://world-en.openfoodfacts.org/product/5907596302776/korpusy-na-twoj-deser-atis-smok,Korpusy na twój deser,Atis-Smok,Polska,https://images.openfoodfacts.org/images/products/590/759/630/2776/front_en.15.400.jpg,https://images.openfoodfacts.org/images/products/590/759/630/2776/front_en.15.200.jpg,429.0,21.0,54.0,12.0,5.3,1.3,"en:snacks,en:sweet-snacks"
1426685,http://world-en.openfoodfacts.org/product/5907602080919/marynata-grecka-bystry-zak%C5%82ady-mi%C4%99sne,Marynata Grecka,Bystry zakłady mięsne.,Poland,https://images.openfoodfacts.org/images/products/590/760/208/0919/front_pl.5.400.jpg,https://images.openfoodfacts.org/images/products/590/760/208/0919/front_pl.5.200.jpg,85.0,,,4.8,1.4,9.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:groceries,en:condiments"
1426693,http://world-en.openfoodfacts.org/product/5907616900050/mas%C5%82o-o-zawarto%C5%9Bci-trzech-czwartych-t%C5%82uszczu-lumiko,Masło o zawartości trzech czwartych tłuszczu.,Lumiko,Polska,https://images.openfoodfacts.org/images/products/590/761/690/0050/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/761/690/0050/front_pl.4.200.jpg,549.0,60.0,1.1,1.1,1.1,0.0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters"
1426695,http://world-en.openfoodfacts.org/product/5907616900326/mas%C5%82o-ekstra-ose%C5%82ka-lumiko,Masło ekstra - osełka,Lumiko,Polska,https://images.openfoodfacts.org/images/products/590/761/690/0326/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/761/690/0326/front_pl.4.200.jpg,753.0,83.0,0.7,0.6,0.7,0.0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters,pl:osełka"
1426697,http://world-en.openfoodfacts.org/product/5907616900630/podlaskie-do-smarowania-lumiko,Podlaskie do smarowania,Lumiko,Polska,https://images.openfoodfacts.org/images/products/590/761/690/0630/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/761/690/0630/front_pl.4.200.jpg,574.0,63.0,0.9,0.9,0.9,0.1,"en:fats,pl:do-smarowania"
1426698,http://world-en.openfoodfacts.org/product/5907616900876/mas%C5%82o-ekstra-z-%C5%82ukowa-lumiko,Masło ekstra z Łukowa,Lumiko,Polska,https://images.openfoodfacts.org/images/products/590/761/690/0876/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/761/690/0876/front_pl.4.200.jpg,753.0,83.0,0.7,0.6,0.7,0.0,"en:dairies,en:fats,en:spreads,en:spreadable-fats,en:animal-fats,en:milkfat,en:dairy-spread,en:butters"
1426701,http://world-en.openfoodfacts.org/product/5907623260833/sa%C5%82atka-warzywna-a-la-gyros-dega,Sałatka warzywna a la Gyros,Dega,Polska,https://images.openfoodfacts.org/images/products/590/762/326/0833/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/762/326/0833/front_pl.4.200.jpg,192.0,15.0,10.0,2.9,3.7,1.4,en:salads
1426702,http://world-en.openfoodfacts.org/product/5907623261892/sa%C5%82atka-z-warzywami-36-a-la-kebab-z-mielonym-kotletem-drobiowym-23-w-sosie-czosnkowym-dega,Sałatka z warzywami 36% a'la kebab z mielonym kotletem drobiowym 23% w sosie czosnkowym.,Dega,Polska,https://images.openfoodfacts.org/images/products/590/762/326/1892/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/762/326/1892/front_pl.4.200.jpg,140.0,8.1,14.0,3.9,2.1,1.4,en:salads
1426706,http://world-en.openfoodfacts.org/product/5907623268167/hummus-dega,Hummus,Dega,Poland,https://images.openfoodfacts.org/images/products/590/762/326/8167/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/762/326/8167/front_pl.4.200.jpg,376.0,28.0,16.0,4.2,9.7,1.1,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:salted-spreads,en:plant-based-spreads,en:hummus"
1426718,http://world-en.openfoodfacts.org/product/5907631201255/cytrynki-z-czarnym-bzem-ogrodek-dziadunia,Cytrynki z czarnym bzem,"Ogródek dziadunia,Transrol",Polska,https://images.openfoodfacts.org/images/products/590/763/120/1255/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/763/120/1255/front_pl.4.200.jpg,168.0,0.2,41.3,40.8,0.4,0.0,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:spreads,en:breakfasts,en:plant-based-spreads,en:sweet-spreads,en:fruit-and-vegetable-preserves"
1426719,http://world-en.openfoodfacts.org/product/5907631201484/chrzan-tarty-ogrodek-dziadunia,Chrzan tarty,Ogródek dziadunia,Poland,https://images.openfoodfacts.org/images/products/590/763/120/1484/front_pl.6.400.jpg,https://images.openfoodfacts.org/images/products/590/763/120/1484/front_pl.6.200.jpg,118.0,5.9,13.1,9.6,3.1,0.4,
1426723,http://world-en.openfoodfacts.org/product/5907632500302/buraczki-tarte-klimex,Buraczki tarte,Klimex,Polska,https://images.openfoodfacts.org/images/products/590/763/250/0302/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/763/250/0302/front_pl.4.200.jpg,57.0,0.0,13.0,12.0,1.0,0.89,pl:buraczki-tarte
1426729,http://world-en.openfoodfacts.org/product/5907637319404/pomidory-suszone-z-kaparami-rustica,Pomidory suszone z kaparami,Rustica,Polska,https://images.openfoodfacts.org/images/products/590/763/731/9404/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/590/763/731/9404/front_pl.12.200.jpg,449.0,44.0,8.1,8.0,2.7,2.5,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods"
1426734,http://world-en.openfoodfacts.org/product/5907640201116/m%C4%85ka-pszenna-typ-450-tortowa-karo,Mąka pszenna typ 450 tortowa,Karo,Poland,https://images.openfoodfacts.org/images/products/590/764/020/1116/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/764/020/1116/front_pl.4.200.jpg,356.0,1.2,74.9,0.2,9.2,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:flours"
1426735,http://world-en.openfoodfacts.org/product/5907640201147/m%C4%85ka-pszenna-typ-450-krupczatka-karos,Mąka pszenna typ 450 krupczatka,Karos,Polska,https://images.openfoodfacts.org/images/products/590/764/020/1147/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/764/020/1147/front_pl.4.200.jpg,356.0,1.2,74.9,0.2,9.2,0.01,"en:plant-based-foods-and-beverages,en:plant-based-foods,en:flours"
1426749,http://world-en.openfoodfacts.org/product/5907653114106/szprot-podw%C4%99dzany-w-oleju-korsarz,Szprot podwędzany w oleju,"Korsarz,Evrafish",Polska,https://images.openfoodfacts.org/images/products/590/765/311/4106/front_pl.12.400.jpg,https://images.openfoodfacts.org/images/products/590/765/311/4106/front_pl.12.200.jpg,347.0,31.3,0.0,,16.4,,"pl:konserwa-rybna,pl:ryba"
1426750,http://world-en.openfoodfacts.org/product/5907653114229/fl%C4%85dra-w-sosie-pomidorowym-evrafish,Flądra w sosie pomidorowym,EvraFish,Polska,https://images.openfoodfacts.org/images/products/590/765/311/4229/front_pl.4.400.jpg,https://images.openfoodfacts.org/images/products/590/765/311/4229/front_pl.4.200.jpg,78.0,2.5,2.9,1.7,11.0,1.3,pl:konserwa-rybna
